"entry";"name";"gossip_menu_id";"minlevel";"maxlevel";"exp";"faction";"npcflag";"detection_range";"rank";"dmgschool";"DamageModifier";"BaseAttackTime";"RangeAttackTime";"BaseVariance";"RangeVariance";"unit_class";"unit_flags";"unit_flags2";"dynamicflags";"family";"type";"type_flags";"mingold";"maxgold";"HealthModifier";"ManaModifier";"ArmorModifier";"ExperienceModifier";"RacialLeader";"RegenHealth";"mechanic_immune_mask";"spell_school_immune_mask";"flags_extra";"ScriptName"
18461;"Dampscale Basilisk";0;62;63;1;49;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;32768;2048;0;0;1;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
18462;"Shalassi Sentry";0;64;64;1;1738;0;20.0;0;0;2.1;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
18463;"Dampscale Devourer";0;63;64;1;49;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;32768;2048;0;0;1;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
18464;"Warp Stalker";0;63;64;1;14;0;20.0;0;0;1.0;2000;2000;1.0;1.0;2;32768;2048;0;32;1;1;0;0;1.0;1.0;0.98;1.0;0;1;0;0;0;""
18465;"Warp Hunter";0;64;65;1;14;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;32768;2048;0;32;1;1;0;0;1.0;1.0;0.97;1.0;0;1;0;0;0;""
18466;"Dreadfang Lurker";0;63;64;1;22;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;32768;2048;0;3;1;1;0;0;1.0;1.0;0.97;1.0;0;1;0;0;0;""
18467;"Dreadfang Widow";0;64;65;1;22;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;32768;2048;0;3;1;1;0;0;1.0;1.0;0.97;1.0;0;1;0;0;0;""
18468;"Teromoth";0;62;63;1;7;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;32768;2048;0;37;1;1;0;0;1.0;1.0;0.97;1.0;0;1;0;0;0;""
18469;"Royal Teromoth";0;63;64;1;7;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;32768;2048;0;37;1;1;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
18470;"Bonelasher";0;64;65;1;14;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;32768;2048;0;7;1;1;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
18471;"Gurgthock";7699;65;65;1;35;3;20.0;0;0;0.6;2000;2000;1.0;1.0;1;770;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
18472;"Darkweaver Syth";0;68;68;1;16;0;20.0;1;5;6.3;2000;2000;1.0;1.0;8;64;2048;0;0;7;0;4789;6259;18.0;20.0;1.0;2.25;0;1;617299803;0;0;"boss_darkweaver_syth"
18473;"Talon King Ikiss";0;68;68;1;16;0;20.0;1;0;9.2;2000;2000;1.0;1.0;8;0;2048;0;0;7;0;3514;4594;17.0;6.0;1.0;2.25;0;1;650854235;0;0;"boss_talon_king_ikiss"
18474;"Old Crappy McWeaksauce";0;1;1;0;35;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;1;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
18475;"Mug'gok";0;64;65;1;45;0;20.0;0;0;0.4;3000;2000;1.0;1.0;1;32768;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
18476;"Timber Worg";0;62;63;1;38;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;32768;2048;0;1;1;1;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
18477;"Timber Worg Alpha";0;63;64;1;38;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;32768;2048;0;1;1;1;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
18478;"Avatar of the Martyred";0;67;67;1;16;0;20.0;1;0;4.99;1391;2000;1.0;1.0;1;32768;2048;0;0;6;72;0;0;4.75;1.0;1.0;1.0;0;1;8388624;0;0;""
18479;"Vazruden Fire Trap";0;60;60;1;370;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;0;0;0;200.0;1.0;1.0;1.0;0;1;0;0;0;""
18480;"Broken Corpse";7703;60;60;1;35;1;20.0;0;0;2.6;2000;2000;1.0;1.0;1;537166592;2048;32;0;7;128;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
18481;"A'dal";7966;73;73;1;1741;3;20.0;1;0;1500.0;2000;2000;1.0;1.0;1;256;2048;0;0;10;0;0;0;1000.0;1.0;1.04;1.0;0;1;617561983;0;2;""
18482;"Empoor";7704;63;63;1;35;3;20.0;0;0;2.0;2000;2000;1.0;1.0;2;33280;2048;0;0;7;0;0;0;0.75;1.0;1.0;1.0;0;1;0;0;0;""
18483;"Empoor's Bodyguard";0;62;62;1;35;0;20.0;0;0;2.0;2000;2000;1.0;1.0;1;33280;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
18484;"Wind Trader Lathrai";7713;65;65;1;35;131;20.0;0;0;1.0;2000;2000;1.0;1.0;1;256;2048;0;0;7;134217728;0;0;1.2;1.0;1.0;1.0;0;1;0;0;2;""
18485;"Night Elf Ancient of War";0;70;70;1;1718;0;20.0;0;0;4.0;1400;2000;1.0;1.0;1;64;2048;0;0;5;8;0;0;6.0;1.0;1.0;1.0;0;1;0;0;0;""
18486;"Night Elf Ancient of Lore";0;70;70;1;1718;0;20.0;0;0;4.0;1400;2000;1.0;1.0;1;64;2048;0;0;5;8;0;0;6.0;1.0;1.0;1.0;0;1;0;0;0;""
18487;"Night Elf Ancient Protector";0;70;70;1;1718;0;20.0;0;0;2.6;1400;2000;1.0;1.0;1;0;2048;0;0;5;8;0;0;2.0;1.0;1.0;1.0;0;1;0;0;0;""
18488;"Telaari Watcher";0;70;70;1;1721;0;20.0;1;0;1.7;2000;2000;1.0;1.0;1;32768;2048;0;0;7;0;0;0;5.0;1.0;1.0;1.0;0;1;0;0;65536;""
18489;"Garadar Defender";0;70;70;1;1650;0;20.0;1;0;8.0;2000;2000;1.0;1.0;1;36864;2048;0;0;7;0;0;0;5.0;1.0;1.0;1.0;0;1;0;0;65536;""
18490;"Fallen Druid";0;62;65;1;1660;0;20.0;0;0;2.0;2000;2000;1.0;1.0;2;536871680;2049;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
18491;"Veil Shalas Totem";0;1;1;0;190;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
18492;"Tavgren's Kodo";0;60;60;1;35;0;20.0;0;0;2.6;2000;2000;1.0;1.0;1;33536;2048;0;0;1;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
18493;"Auchenai Soulpriest";0;65;66;1;16;0;20.0;1;0;4.0;2000;2000;1.0;1.0;2;32768;2048;0;0;7;0;1043;1366;2.9;3.0;1.0;2.25;0;1;0;0;0;""
18494;"Deirom";0;63;63;1;534;0;20.0;0;0;2.2;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
18495;"Auchenai Vindicator";0;65;66;1;16;0;20.0;1;0;4.0;2000;2000;1.0;1.0;2;32768;2048;0;0;7;0;1043;1366;2.9;3.0;1.0;2.25;0;1;0;0;0;""
18496;"Dugar";0;63;63;1;714;0;20.0;0;0;3.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
18497;"Auchenai Monk";0;65;66;1;16;0;20.0;1;0;4.0;1600;2000;1.0;1.0;1;32768;2048;0;0;7;72;1383;1810;3.1;1.0;0.8;2.25;0;1;80426843;0;0;""
18498;"Unliving Soldier";0;65;65;1;16;0;20.0;0;0;2.5;1362;2000;1.0;1.0;1;32768;2048;0;0;6;0;286;378;1.35;3.0;1.0;1.0;0;1;8388624;0;0;""
18499;"Unliving Sorcerer";0;65;65;1;16;0;20.0;0;0;3.0;1376;2000;1.0;1.0;2;32768;2048;0;0;6;0;256;340;1.35;3.0;1.0;1.0;0;1;8388624;0;0;""
18500;"Unliving Cleric";0;65;65;1;16;0;20.0;0;0;3.0;1377;2000;1.0;1.0;2;32768;2048;0;0;6;0;250;331;1.35;3.0;1.0;1.0;0;1;8388624;0;0;""
18501;"Unliving Stalker";0;65;65;1;16;0;20.0;0;0;3.0;1362;2000;1.0;1.0;2;32768;2048;0;0;6;0;258;342;1.35;3.0;1.0;1.0;0;1;8388624;0;0;""
18502;"Night Elf Wisp";0;69;70;1;1719;0;20.0;1;0;15.0;1400;2000;1.0;1.0;1;64;2048;0;0;7;8;0;0;2.5;1.0;1.0;2.25;0;1;0;0;2;""
18503;"Phantasmal Possessor";0;65;65;1;16;0;20.0;0;0;2.5;1400;2000;1.0;1.0;8;32768;2048;0;0;6;0;144;192;0.3;3.0;1.0;1.0;0;1;651935615;0;0;""
18504;"Silvermoon Practice Dummy";0;50;50;0;1703;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;33554688;2048;0;0;10;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;130;""
18506;"Raging Soul";0;65;66;1;16;0;20.0;0;0;1.0;2000;2000;1.0;1.0;2;0;2048;0;0;10;0;0;0;0.55;1.0;1.0;1.0;0;1;8388624;0;0;""
18507;"Silvermoon Farstrider";0;55;55;0;1745;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;4096;2048;0;0;7;0;0;0;1.05;1.0;1.0;1.0;0;1;0;0;0;""
18521;"Raging Skeleton";0;66;67;1;16;0;20.0;1;0;4.0;2000;2000;1.0;1.0;1;32768;2048;0;0;6;0;1342;1757;2.75;1.0;1.0;2.25;0;1;8388624;0;33554432;""
18524;"Angered Skeleton";0;66;66;1;16;0;20.0;1;0;4.0;2000;2000;1.0;1.0;1;32768;2048;0;0;6;0;1299;1702;2.75;1.0;1.0;2.25;0;1;8388624;0;33554432;""
18525;"G'eras";0;72;72;1;1741;128;20.0;1;0;1.0;2000;2000;1.0;1.0;1;256;2048;0;0;10;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
18526;"K'ode";0;73;73;1;1741;0;20.0;1;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
18527;"Conjurer Tyren";0;57;57;0;1604;0;20.0;0;0;1.0;2000;2000;1.0;1.0;8;32768;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
18528;"Xi'ri";8650;70;70;1;1741;3;20.0;1;0;1.0;2000;2000;1.0;1.0;2;256;2048;0;0;10;0;0;0;100.0;10.0;1.0;1.0;0;1;0;0;0;""
18529;"Ve'ru";0;73;73;1;1741;0;20.0;1;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
18530;"Voren'thal the Seer";8182;72;72;1;1744;3;20.0;1;0;2.4;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
18531;"Magistrix Fyalenn";8181;73;73;1;1744;3;20.0;1;0;1.4;2000;2000;1.0;1.0;8;33536;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
18532;"Forge Camp: Hate - Event Generator";0;68;68;1;35;0;20.0;0;0;0.3;1800;2000;1.0;1.0;2;33555200;2048;0;0;10;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;130;""
18533;"Luanga the Imprisoner";0;65;65;1;1738;0;20.0;1;0;3.3;2000;2000;1.0;1.0;2;0;2048;0;0;7;0;915;1200;4.0;1.0;1.0;1.0;0;1;1040;0;0;""
18534;"Soldier of Hate";0;1;1;1;90;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;3;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
18535;"Demos, Overseer of Hate";0;68;68;1;90;0;20.0;1;0;6.7;2000;2000;1.0;1.0;1;32832;2048;0;0;3;0;2875;3759;10.0;1.0;1.0;1.0;0;1;0;0;0;""
18536;"Xirkos, Overseer of Fear";0;68;68;1;90;0;20.0;1;0;6.7;2000;2000;1.0;1.0;1;32832;2048;0;0;3;0;2875;3759;10.0;1.0;1.0;1.0;0;1;0;0;0;""
18537;"Adyen the Lightwarden";8117;71;71;1;1743;3;20.0;1;0;1.3;2000;2000;1.0;1.0;2;32768;2048;0;0;7;4096;0;0;4.0;1.0;1.34;1.0;0;1;0;0;0;""
18538;"Ishanah";7735;72;72;1;1743;3;20.0;1;0;1.4;2000;2000;1.0;1.0;8;33024;2048;0;0;7;4096;0;0;20.0;4.0;1.85;1.0;0;1;0;0;0;""
18539;"Ashkaz";0;63;63;1;1738;0;20.0;0;0;1.0;3000;2000;1.0;1.0;2;32768;2048;0;0;7;0;438;1316;1.2;1.0;1.0;1.0;0;1;0;0;0;""
18540;"Ayit";0;63;63;1;1738;0;20.0;0;0;1.0;3000;2000;1.0;1.0;1;32768;2048;0;0;7;0;434;1304;1.0;1.0;1.0;1.0;0;1;0;0;0;""
18541;"Urdak";0;63;64;1;1738;0;20.0;0;0;1.0;3000;2000;1.0;1.0;1;32768;2048;0;0;7;0;436;1310;1.0;1.0;0.97;1.0;0;1;0;0;2048;""
18542;"Alexston Chrome";7712;70;70;0;35;65665;20.0;0;0;1.0;1000;2000;1.0;1.0;1;512;2048;0;0;7;134217728;0;0;1.05;1.0;1.0;1.0;0;1;0;0;2;""
18543;"Nethrandamus Taxi";0;70;70;1;1726;0;20.0;1;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;2;0;0;0;500.0;1.0;1.0;1.0;0;1;0;0;2;""
18544;"Veraku";0;70;70;1;1824;0;20.0;1;0;3.0;2000;2000;1.0;1.0;1;0;2048;0;0;2;0;0;0;3.0;1.0;1.0;1.0;0;1;0;0;0;""
18545;"Ashes of Al'ar";0;70;70;1;35;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
18546;"Wild Elekk Murkblood Mount";0;60;60;0;35;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;1;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
18547;"Scryer Arcanist";0;61;61;1;1744;0;20.0;0;0;0.6;2000;2000;1.0;1.0;8;33024;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
18548;"Firewing Courier";0;64;64;1;16;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;32768;2048;0;0;7;0;869;1000;1.3;1.0;1.0;1.0;0;1;0;0;0;""
18549;"Aldor Vindicator";8419;70;70;1;1777;1;20.0;1;0;2.0;2000;2000;1.0;1.0;2;32768;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;32768;"guard_shattrath_aldor"
18550;"Tuurem Ambusher";0;63;63;1;51;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.2;1.0;1.0;1.0;0;1;0;0;0;""
18551;"Altruis Kill Credit";0;1;1;0;35;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
18552;"Aldor Mason";0;70;70;1;1743;0;20.0;1;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
18553;"Dark Portal Black Crystal Invisible Stalker";0;1;1;0;35;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;33554432;2048;0;0;10;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;130;""
18554;"Sharth Voldoun";0;65;65;1;16;0;20.0;0;0;2.3;2000;2000;1.0;1.0;2;0;2048;0;0;7;0;307;406;2.5;1.0;1.0;1.0;0;1;536879120;0;0;""
18555;"Dark Portal Beam Invisible Stalker";0;1;1;0;35;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;33554432;2048;0;0;10;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;130;""
18556;"Phasing Soldier";0;65;66;1;7;0;20.0;0;0;2.0;2000;2000;1.0;1.0;1;32768;2048;0;0;6;0;229;303;1.0;3.0;1.0;1.0;0;1;8388624;0;0;""
18557;"Phasing Cleric";0;65;66;1;7;0;20.0;0;0;2.0;2000;2000;1.0;1.0;2;32768;2048;0;0;6;0;205;273;1.0;3.0;1.0;1.0;0;1;8388624;0;0;""
18558;"Phasing Sorcerer";0;65;66;1;7;0;20.0;0;0;2.0;2000;2000;1.0;1.0;2;32768;2048;0;0;6;0;193;256;1.0;3.0;1.0;1.0;0;1;8388624;0;0;""
18559;"Phasing Stalker";0;65;66;1;7;0;20.0;0;0;2.57;2000;2000;1.0;1.0;2;32768;2048;0;0;6;0;195;259;1.0;3.0;1.0;1.0;0;1;8388624;0;0;""
18560;"Justin's Bunny Target";0;1;1;0;35;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;33554432;2048;0;0;10;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;130;""
18562;"Purple Ground Rune";0;1;1;0;35;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;33554432;2048;0;0;10;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
18563;"Justin's Bunny Channeler";0;1;1;0;35;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;33554432;2048;0;0;10;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;130;""
18564;"Horde Field Scout";7722;65;65;1;83;129;20.0;0;0;1.0;2000;2000;1.0;1.0;1;33024;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
18565;"Theloria Shadecloak";7751;63;64;1;534;3;20.0;0;0;2.0;2000;2000;1.0;1.0;1;32768;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
18566;"Shadowstalker Kaide";7754;63;63;1;714;3;20.0;0;0;2.0;2000;2000;1.0;1.0;1;32768;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
18567;"Mo'arg Master Planner";0;68;68;1;90;0;20.0;1;0;4.2;2000;2000;1.0;1.0;1;32832;2048;0;0;3;0;1218;1595;4.0;2.0;1.0;1.0;0;1;0;0;0;""
18568;"Scryer Arcane Guardian";8357;70;70;1;1746;1;20.0;0;0;2.0;2000;2000;1.0;1.0;2;0;2048;0;0;4;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;98304;"guard_shattrath_scryer"
18581;"Alliance Field Scout";7724;65;65;1;84;129;20.0;0;0;1.0;2000;2000;1.0;1.0;1;33024;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
18582;"Dark Portal Emitter Invisible Stalker";0;1;1;0;35;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;130;""
18583;"Lisaile Fireweaver";0;64;64;1;16;0;20.0;0;0;1.0;2000;2000;1.0;1.0;2;32768;2048;0;0;7;0;469;1409;1.0;1.0;1.0;1.0;0;1;0;0;0;""
18584;"Sal'salabim";7725;68;68;1;35;3;20.0;1;0;1.3;2000;2000;1.0;1.0;1;32832;2048;0;0;3;0;0;0;5.0;1.0;1.0;1.0;0;1;0;0;2;""
18585;"Raliq the Drunk";7729;68;68;0;35;1;20.0;1;0;4.6;2000;2000;1.0;1.0;1;32832;2048;0;0;7;0;835;1095;4.5;1.0;1.0;1.0;0;1;0;0;2;""
18586;"Coosh'coosh";7730;68;68;0;35;1;20.0;1;0;4.6;2000;2000;1.0;1.0;2;32832;2048;0;0;7;0;708;929;4.5;1.0;1.0;1.0;0;1;0;0;2;""
18587;"Frayer";0;68;69;1;16;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;4;0;0;0;0.5;1.0;1.0;1.0;0;1;0;0;0;""
18588;"Floon";7732;68;68;1;35;1;20.0;1;0;2.0;2000;2000;1.0;1.0;2;32832;2048;0;0;6;0;580;762;3.5;4.0;1.0;1.0;0;1;8388624;0;2;""
18589;"Forge Camp: Hate Quest Credit";0;1;1;0;35;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;33555200;2048;0;0;10;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
18590;"Forge Camp: Fear Quest Credit";0;1;1;0;35;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;33555200;2048;0;0;10;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
18593;"Scryer Retainer";0;63;66;1;1744;0;20.0;0;0;0.4;2000;2000;1.0;1.0;2;33024;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
18594;"Dathris Sunstriker";0;70;70;1;1744;2;20.0;0;0;0.3;2000;2000;1.0;1.0;2;33024;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
18595;"Warped Peon";0;62;63;1;16;0;20.0;0;0;1.0;2000;2000;1.0;1.0;2;32768;2048;0;0;7;0;433;1301;1.0;1.0;1.19;1.0;0;1;0;0;0;""
18596;"Arcanist Adyria";7734;69;69;1;35;3;20.0;0;0;0.3;2000;2000;1.0;1.0;1;33024;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
18597;"Sha'nir";7733;69;69;1;35;3;20.0;0;0;0.3;2000;2000;1.0;1.0;1;33024;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
18598;"Orc Prisoner";0;65;65;1;1816;0;20.0;0;0;1.5;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;0;""
18599;"Exodar Aura Emitter";0;60;60;0;1638;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;10;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;130;""
18600;"Injured Refugee";0;70;70;1;1818;0;20.0;0;0;0.3;2000;2000;1.0;1.0;2;33024;2048;0;0;7;0;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
18601;"Broggok (1)";0;72;72;1;45;0;20.0;1;0;15.0;2000;2000;1.0;1.0;8;834;2048;0;0;3;0;7178;9384;16.0;3.0;1.0;2.25;0;1;617299803;0;1;""
18602;"Broggok Poison Cloud (1)";0;60;60;1;14;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;33947648;2048;0;0;10;1024;0;0;1.35;1.0;1.0;1.0;0;1;0;0;128;""
18603;"Fel Orc Neophyte (1)";0;71;71;1;14;0;20.0;1;0;8.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;1820;2386;2.7;1.0;1.0;1.0;0;1;1;0;0;""
18604;"Felguard Annihilator (1)";0;71;71;1;90;0;20.0;1;0;10.0;2000;2000;1.0;1.0;1;0;2048;0;0;3;0;2670;3496;3.915;1.0;1.0;2.25;0;1;0;0;0;""
18605;"Felhound Manastalker (1)";0;70;70;1;16;0;20.0;0;0;8.0;2000;2000;1.0;1.0;2;0;2048;0;0;3;0;0;0;1.35;1.0;1.0;1.0;0;1;0;0;0;""
18606;"Hellfire Imp (1)";0;70;70;1;16;0;20.0;0;0;6.0;2000;2000;1.0;1.0;2;32768;2048;0;0;3;8;0;0;1.35;4.0;1.0;1.0;0;1;0;0;0;""
18607;"Keli'dan the Breaker (1)";0;72;72;1;16;0;20.0;1;0;14.0;2000;2000;1.0;1.0;8;0;2048;0;0;7;0;8708;11382;20.0;1.0;1.07;2.25;0;1;0;0;1;""
18608;"Laughing Skull Enforcer (1)";0;70;70;1;16;0;20.0;1;0;14.0;2000;2000;1.0;1.0;1;32832;2048;0;0;7;0;2496;3270;3.915;1.0;1.0;2.25;0;1;0;0;0;""
18609;"Laughing Skull Legionnaire (1)";0;70;70;1;16;0;20.0;1;0;12.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;2496;3270;3.915;1.0;1.0;2.25;0;1;1;0;0;""
18610;"Laughing Skull Rogue (1)";0;70;70;1;16;0;20.0;1;0;13.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;1306;1716;1.9575;1.0;0.81;2.25;0;1;1;0;0;""
18611;"Laughing Skull Warden (1)";0;71;71;1;16;0;20.0;1;0;12.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;3520;4606;5.5;1.0;1.0;2.25;0;1;0;0;0;""
18612;"Nascent Fel Orc (1)";0;71;71;1;16;0;20.0;1;0;8.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;1202;1580;3.6;1.0;1.0;2.25;0;1;1;0;0;""
18613;"Orc Captive (1)";0;68;70;1;1652;0;20.0;0;0;7.0;2000;2000;1.0;1.0;8;0;2048;0;0;7;0;0;0;3.915;1.0;1.0;1.0;0;1;0;0;0;""
18614;"Seductress (1)";0;71;71;1;16;0;20.0;0;0;7.0;2000;2000;1.0;1.0;2;0;2048;0;0;3;0;0;0;1.35;1.0;1.0;1.0;0;1;0;0;0;""
18615;"Shadowmoon Adept (1)";0;69;70;1;16;0;20.0;1;0;14.0;2000;2000;1.0;1.0;2;32832;2048;0;0;7;0;2072;2714;3.915;1.0;1.0;2.25;0;1;1;0;0;""
18616;"Shadowmoon Summon Visual (1)";0;70;70;1;1375;0;20.0;0;0;1.0;1400;2000;1.0;1.0;1;0;2048;0;0;10;0;0;0;1.8225;1.0;1.0;1.0;0;1;0;0;0;""
18617;"Shadowmoon Summoner (1)";0;69;70;1;16;0;20.0;1;0;13.0;2000;2000;1.0;1.0;8;0;2048;0;0;7;0;1902;2492;3.915;3.0;1.0;2.25;0;1;0;0;0;""
18618;"Shadowmoon Technician (1)";0;70;70;1;16;0;20.0;1;0;14.0;2000;2000;1.0;1.0;8;0;2048;0;0;7;0;1816;2382;3.915;1.0;1.0;2.25;0;1;0;0;0;""
18619;"Shadowmoon Warlock (1)";0;70;70;1;16;0;20.0;1;0;14.0;2000;2000;1.0;1.0;8;0;2048;0;0;7;0;1902;2492;3.915;1.0;1.0;2.25;0;1;1;0;0;""
18620;"Shadowmoon Channeler (1)";0;71;71;0;16;0;20.0;1;0;5.9;2000;2000;1.0;1.0;8;64;2048;0;0;7;32;0;0;3.915;1.0;1.0;1.25;0;1;0;0;134217728;""
18621;"The Maker (1)";0;72;72;1;16;0;20.0;1;0;10.0;2000;2000;1.0;1.0;1;0;2048;0;0;3;8;8704;11378;14.0;2.0;1.06;2.25;0;1;617299803;0;1;""
18622;"Iz'zard";0;65;65;1;1731;0;20.0;0;0;0.4;2000;2000;1.0;1.0;2;512;2048;0;0;7;0;0;0;3.0;3.0;1.0;1.0;0;1;0;0;2;""
18623;"Unkillable Test Dummy 70 Warrior";0;1;1;0;7;0;20.0;0;0;1.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;0;0;0;200000.0;1.0;1.0;1.0;0;1;0;0;0;""
18624;"Unkillable Test Dummy 73 Warrior";0;73;73;0;7;0;20.0;3;0;35.0;2000;2000;1.0;1.0;1;0;2048;0;0;7;4;0;0;200.0;1.0;1.0;1.0;0;1;617299803;0;0;""
18625;"Dark Portal Dummy";0;68;70;1;1683;0;20.0;1;0;1.0;2000;2000;1.0;1.0;2;33554432;2048;0;0;10;1024;0;0;1.0;1.0;1.0;1.0;0;1;0;0;2;""
